id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
28587621,Juddys @ Boomerang,27077736,Pacific Palms,Mid-Coast,-32.3353401,152.5444815,Entire home/apt,539.0,2.0,54,2024-05-26,0.79,119,264,8,PID-STRA-17337
28616401,Refresh@Shellys - Rainforest boardwalk to beach,53202034,Jill,Port Macquarie-Hastings,-31.45902,152.92941,Entire home/apt,295.0,2.0,56,2024-08-03,0.77,1,237,18,PID-STRA-5058
28696348,Bangalow,27077736,Pacific Palms,Mid-Coast,-32.3315468,152.5303594,Entire home/apt,216.0,2.0,31,2024-03-16,0.44,119,318,1,PID-STRA-18291
28699812,Boomerang Bliss - The name explains it all.,27077736,Pacific Palms,Mid-Coast,-32.33529,152.54314,Entire home/apt,446.0,2.0,8,2022-10-29,0.12,119,324,0,PID-STRA-17878
28701119,Lilys in Elizabeth Beach,27077736,Pacific Palms,Mid-Coast,-32.33402,152.52966,Entire home/apt,210.0,2.0,16,2024-04-01,0.26,119,317,2,PID-STRA-22917-2
28740348,The Love Shack-budget beach breaks,216787139,Cathy,Nambucca Valley,-30.59143,153.0083,Entire home/apt,66.0,1.0,247,2024-09-04,3.45,2,151,49,PID-STRA-7048
28764246,Orange Grove Cottage,216971433,Maree,Coffs Harbour,-30.25657,153.01064,Private room,116.0,1.0,186,2024-08-13,2.58,1,81,15,Exempt
28764287,Anchorage 7,89047254,Pacific Coast Property,Mid-Coast,-32.17386638768385,152.50086708206285,Entire home/apt,163.0,1.0,8,2022-10-10,0.12,83,306,0,PID-STRA-12416
28790021,Mountain View,217154008,Paul,Coffs Harbour,-30.32225,153.05985,Entire home/apt,116.0,2.0,140,2024-08-03,2.01,1,33,26,PID-STRA-21854-2
28849125,"Beach front (Flynns Beach)
**Whole Apartment**",149929446,Daniel,Port Macquarie-Hastings,-31.44468,152.92793,Entire home/apt,399.0,2.0,11,2024-06-09,0.16,1,11,2,PID-STRA-49439
28898713,Narran Rise - 4-bed home with Mountain Views,18468060,Gail,Port Macquarie-Hastings,-31.47646121078602,152.7547092897051,Entire home/apt,186.0,2.0,119,2024-08-10,1.65,1,186,16,PID-STRA-7326
28899160,Le'Shed ~ Beautiful Smiths Lake~outdoor pet stays,240941121,Kate,Mid-Coast,-32.38603,152.50381,Entire home/apt,194.0,2.0,55,2024-04-28,0.77,7,284,6,PID-STRA-15364
28936249,ocean view paradise,1438846,Kent,Port Macquarie-Hastings,-31.46442,152.92238,Entire home/apt,220.0,1.0,10,2020-02-15,0.14,1,56,0,PID-STRA-66522
28971805,Beyond Language Retreat Yurt,78712167,Kamala,Nambucca Valley,-30.61296,153.0039,Private room,170.0,2.0,92,2024-07-28,1.28,1,345,13,Exempt
29082261,Private Off Grid Glampavan on 10 peaceful acres,83188780,Lynda,Mid-Coast,-32.25749,152.44173,Entire home/apt,110.0,1.0,211,2024-09-01,3.15,2,355,41,Exempt
29087002,Crescent Head Spa Villa 5,98452259,Craig,Kempsey,-31.18758,152.97113,Entire home/apt,360.0,2.0,149,2024-07-27,2.14,1,56,35,PID-STRA-3631
29136771,"Grand Riviera Forster- waterfront, pool, wharf",98455943,Trish,Mid-Coast,-32.21389,152.52249,Entire home/apt,586.0,3.0,42,2024-08-10,0.6,1,171,9,PID-STRA-1609
29155663,Lake Cathie Mini Retreat,49061870,Denise,Port Macquarie-Hastings,-31.55691,152.84847,Private room,120.0,1.0,73,2024-08-31,1.12,2,99,23,PID-STRA-11185
29188835,"Ocean Shores Unit No 4 - 4/8 Paragon Avenue, South West Rocks",190222124,Elders Lifestyle Group,Kempsey,-30.8849,153.04262,Entire home/apt,208.0,1.0,3,2021-12-02,0.05,61,248,0,PID-STRA-24207
29191713,Banyandah,188616506,Mid North Coast Holidays,Port Macquarie-Hastings,-31.64279019412548,152.81174153843477,Entire home/apt,165.0,3.0,18,2024-07-19,0.29,78,258,5,PID-STRA-45199
29217113,The Royal Cuban . Pet Friendly . Walk to Beach .,27077736,Pacific Palms,Mid-Coast,-32.3319222,152.5320878,Entire home/apt,402.0,1.0,44,2024-08-18,0.66,119,328,3,PID-STRA-21650
29217861,North Haven Sea Breeze,188616506,Mid North Coast Holidays,Port Macquarie-Hastings,-31.635930269368053,152.8297933164657,Entire home/apt,143.0,3.0,11,2024-02-24,0.19,78,299,2,PID-STRA-26186
29322953,BURGESS BEACH VIEW,69132611,Nikki,Mid-Coast,-32.19678,152.54026,Entire home/apt,350.0,2.0,173,2024-04-26,2.44,1,77,22,PID-STRA-8064
29341870,STARFISH COTTAGE rustic beach house on shared lot,216787139,Cathy,Nambucca Valley,-30.59143,153.0083,Entire home/apt,139.0,1.0,202,2024-08-31,2.91,2,162,54,PID-STRA-7048
29397167,RODS SPOT at Hawks Nest.,221458781,Rod,Mid-Coast,-32.66276931762695,152.17529296875,Entire home/apt,108.0,2.0,141,2024-08-31,2.01,2,75,19,PID-STRA-12966
29469855,Valla beach bright sunny cottage beach/cafe/views,164748787,Matthew,Nambucca Valley,-30.59271,153.01129,Entire home/apt,240.0,2.0,149,2024-02-24,2.15,1,61,17,PID-STRA-2727
29495838,Ocean views- Arrawarra surf,2930623,Celia,Coffs Harbour,-30.06904,153.20466,Entire home/apt,171.0,1.0,174,2024-08-04,2.45,1,17,23,PID-STRA-10429
29548432,Riverview Cottage at The Steps,98316145,Naomi,Mid-Coast,-32.03346,151.8378,Entire home/apt,240.0,1.0,67,2024-07-15,1.02,1,282,15,PID-STRA-6933
29629025,Fi's Relaxing Beach House opposite dog beach,197411640,Fiona,Port Macquarie-Hastings,-31.44949,152.93019,Entire home/apt,320.0,2.0,52,2024-05-06,0.75,3,4,5,PID-STRA-1265
29667182,A BIGGER Slice of Paradise,82403518,Linda,Kempsey,-31.19317,152.97918,Entire home/apt,273.0,3.0,16,2024-04-01,0.23,2,236,2,PID-STRA-7986
29711735,Wallis Court 6,89047254,Pacific Coast Property,Mid-Coast,-32.18179,152.51579,Entire home/apt,236.0,1.0,7,2021-09-19,0.1,83,338,0,PID-STRA-12814-6
29763872,‘SHAMBABA RETREAT’ Bellingen. 'Bundha' Room 3.,223925247,Steve,Bellingen,-30.41159,152.84339,Private room,264.0,1.0,21,2022-04-17,0.3,4,364,0,Exempt
29764481,"Centrally located, Villa 1 walk to beach, cafes",46185872,Margaret & Tony,Coffs Harbour,-30.30056,153.12932,Entire home/apt,420.0,1.0,44,2023-10-22,0.63,3,60,1,PID-STRA-11072-1
29779925,The Skyline - NEW!,215463594,Nutchawan,Kempsey,-31.19319,152.97606,Entire home/apt,371.0,3.0,87,2024-07-22,1.27,1,150,18,PID-STRA-3306
29784028,Kundabung Cosy Hideaway,224084749,Marcia,Kempsey,-31.20808,152.80108,Entire home/apt,150.0,57.46116124253323,49,2021-06-20,0.71,1,364,0,
29789169,Aqualuna Beach Apartment 68,152173866,Aqualuna,Coffs Harbour,-30.24038,153.147,Entire home/apt,279.0,2.0,60,2024-01-03,0.85,2,162,4,Exempt
29801569,No 5 Rockpool Main Street Sawtell,224212489,Norah,Coffs Harbour,-30.36769,153.10071,Entire home/apt,224.0,1.0,74,2024-09-04,1.05,1,100,14,PID-STRA-6615
29828265,Riverside Retreat,188616506,Mid North Coast Holidays,Port Macquarie-Hastings,-31.642641,152.810638,Entire home/apt,207.0,3.0,10,2024-04-08,0.14,78,298,1,PID-STRA-22154
29851982,Mill Cottage - Great view and great location!,210356095,Mark And Miranda,Nambucca Valley,-30.64692,153.00127,Entire home/apt,250.0,3.0,155,2024-08-02,2.23,1,312,21,PID-STRA-604
29861289,"The Atrium, 11 Kentia Close",159529466,Elders,Port Macquarie-Hastings,-31.47195,152.91636,Entire home/apt,246.0,2.0,16,2024-07-10,0.24,141,284,1,PID-STRA-23566
29885297,Funky Terrace in Crescent Head,24744483,Samuel,Kempsey,-31.188213348388672,152.97157287597656,Entire home/apt,229.0,3.0,8,2024-02-18,0.95,1,137,8,PID-STRA-57664
29911470,The Oceanic,216307494,Judith,Nambucca Valley,-30.74858,152.99058,Entire home/apt,350.0,7.0,7,2024-04-19,0.11,1,169,5,PID-STRA-47186
29927321,Sky Loft On Bruxner - Korora - Coffs Harbour,172456810,Dream Casa Properties,Coffs Harbour,-30.25664,153.11348,Entire home/apt,169.0,2.0,83,2024-07-26,1.19,6,159,11,PID-STRA-19131
29932969,The Cape Hawke Room @ Tuncurry Beach Guest House,44888576,Nick,Mid-Coast,-32.17301,152.50319,Private room,83.0,2.0,74,2024-08-03,1.23,4,191,8,Exempt
29950210,Hawks Nest Forest House with a pool,182553681,Jen,Mid-Coast,-32.66546,152.17464,Entire home/apt,326.0,1.0,78,2024-07-16,1.13,1,300,11,PID-STRA-11275
29968334,Shelly Beach Rainforest Executive Suite,225321492,Desmond,Port Macquarie-Hastings,-31.45862,152.92771,Entire home/apt,120.0,57.46116124253323,49,2021-10-12,0.7,1,180,0,
29974307,Cute Cottage Flynns Beach,210268813,Darryn & Chau,Port Macquarie-Hastings,-31.43969,152.92292,Entire home/apt,125.0,1.0,424,2024-08-18,6.06,2,42,60,PID-STRA-950
29990387,Self contained unit close to Bonville Golf Club,123494957,Claire,Coffs Harbour,-30.37121,153.02745,Entire home/apt,100.0,57.46116124253323,68,2021-07-02,0.96,1,90,0,
29994888,Booti Booti Chateau Lakeside,359599,Ken,Mid-Coast,-32.24943,152.51452,Entire home/apt,502.0,2.0,75,2024-08-17,1.09,11,296,12,PID-STRA-13193
30024156,Waterside Apartments: Forster NSW,225672079,Pete,Mid-Coast,-32.18761,152.51148,Entire home/apt,116.0,1.0,289,2024-08-17,4.14,2,344,79,PID-STRA-893
30027904,Tuncurrry Home with a Lakeview,168832757,Diane,Mid-Coast,-32.177574,152.500275,Entire home/apt,314.0,2.0,87,2024-08-12,1.3,1,338,11,PID-STRA-14416
30029962,Lalapanzi Beach Shack,225700553,Tracey,Mid-Coast,-32.33182,152.53287,Entire home/apt,324.0,2.0,147,2024-09-05,2.12,1,116,28,PID-STRA-10609
30076564,Rural ambience with Netflix,75688440,Simmy And Maurice,Mid-Coast,-31.89479,152.22894,Entire home/apt,160.0,1.0,151,2024-08-18,2.18,1,292,27,PID-STRA-11041
30089903,"Pacific Ridge - Ocean and River views, walk to all",52108179,Hayley,Nambucca Valley,-30.6435,153.00808,Entire home/apt,195.0,3.0,79,2024-05-20,1.13,2,85,11,PID-STRA-12618-6
30111268,Northern Haven Too,188616506,Mid North Coast Holidays,Port Macquarie-Hastings,-31.63590567816173,152.8277377182829,Entire home/apt,315.0,3.0,1,2020-11-08,0.02,78,329,0,PID-STRA-23903
30133626,Red Cedar Hideaway,18709047,Cassie And Jeff,Kempsey,-31.19416,152.97234,Entire home/apt,195.0,2.0,84,2024-04-17,1.21,1,170,9,PID-STRA-6009
30206702,Fairholme 8 overlooking Wallis lake,89047254,Pacific Coast Property,Mid-Coast,-32.18158,152.49786,Entire home/apt,368.0,2.0,11,2024-01-09,0.16,83,34,1,PID-STRA-57467
30208182,A Cosy Room,7390905,Daniel,Bellingen,-30.44103,152.89768,Private room,70.0,2.0,31,2023-10-04,0.44,2,89,1,PID-STRA-5791
30234145,Hibiscus Court 5,89047254,Pacific Coast Property,Mid-Coast,-32.178286944148155,152.51342403536978,Entire home/apt,192.0,1.0,11,2023-02-10,0.16,83,296,0,PID-STRA-20500-5
30236254,The Wallamba Room @ Tuncurry Beach House,44888576,Nick,Mid-Coast,-32.17446,152.50329,Private room,84.0,1.0,88,2024-06-10,1.46,4,221,36,Exempt
30275639,Country Haven-more than your usual bnb!,227360840,Nerida,Nambucca Valley,-30.7358,152.86164,Entire home/apt,180.0,1.0,243,2024-08-04,3.49,1,236,29,PID-STRA-3970
30349092,Country Honeymoon suite,28782105,Daphne,Bellingen,-30.45866,153.01253,Private room,350.0,1.0,9,2021-11-23,0.13,4,365,0,PID-STRA-17
30358431,Seabreeze,115889768,Phillip,Coffs Harbour,-30.06248,153.19972,Private room,90.0,1.0,349,2024-08-22,4.99,1,91,59,PID-STRA-9845
30375191,The Francis Retreat - Bonny Hills Cabin 5,43469558,Joady,Port Macquarie-Hastings,-31.58699,152.83453,Entire home/apt,185.0,2.0,24,2023-12-30,0.35,7,71,2,PID-STRA-5718
30375333,The Francis Retreat - Bonny Hills Cabin 6,43469558,Joady,Port Macquarie-Hastings,-31.58699,152.83453,Entire home/apt,250.0,2.0,51,2024-04-28,0.78,7,69,3,PID-STRA-5718
30376883,"Flightdeck 101, 5-7 Clarence Street",159529466,Elders,Port Macquarie-Hastings,-31.42878,152.91458,Entire home/apt,229.0,1.0,33,2024-04-03,0.49,141,262,4,PID-STRA-18029
30376904,"Pacific Terraces 2, 38 Pacific Street",159529466,Elders,Kempsey,-31.18875,152.97106,Entire home/apt,202.0,1.0,29,2022-11-10,0.42,141,137,0,PID-STRA-24057
30442623,Boo Nah Nah  Cheerful Boutique Beach Townhouse.,108917904,Karen And Brendan,Mid-Coast,-32.67300617980501,152.17843260616064,Entire home/apt,245.0,2.0,19,2024-06-10,0.85,1,38,11,PID-STRA-37982
30508661,"Leafy 2 Bedroom Apartment, Centrally Located.",64282305,Gray,Port Macquarie-Hastings,-31.44552,152.90931,Entire home/apt,123.0,2.0,267,2024-07-28,3.83,1,301,36,PID-STRA-6747
30538434,Fi's Beach House directly opposite dog beach,197411640,Fiona,Port Macquarie-Hastings,-31.44939,152.92988,Entire home/apt,200.0,1.0,92,2024-08-30,1.33,3,293,14,PID-STRA-1265
30566811,Koompartoo Retreat Timber Chalet 3,9712428,Erika,Bellingen,-30.45977,152.89543,Entire home/apt,245.0,57.46116124253323,13,2021-03-17,0.19,4,365,0,
30678371,Beautiful country home near Bellingen,8488501,Naomi,Bellingen,-30.47057,152.93987,Entire home/apt,400.0,2.0,7,2024-04-01,0.18,1,29,4,PID-STRA-9745
30866187,Poppies at Lizzy,42977197,Karla,Mid-Coast,-32.33602,152.53138,Entire home/apt,161.0,2.0,241,2024-08-11,3.5,1,120,47,PID-STRA-2007
30866908,"High up, house with bush views close to beach",94405005,Anitra,Coffs Harbour,-30.1168,153.19899,Private room,76.0,1.0,243,2024-08-12,3.51,1,60,56,PID-STRA-7605
30896300,Modern 1 bedroom unit,230894921,Linda,Mid-Coast,-32.05995,152.53819,Entire home/apt,171.0,1.0,57,2024-09-04,0.82,1,164,7,PID-STRA-16441
30918359,Rockpool 1 - Modern Luxury Apartment,231055525,Mic,Coffs Harbour,-30.36648,153.10031,Entire home/apt,250.0,2.0,88,2024-07-29,1.27,2,283,11,PID-STRA-7484
31022133,Sea Breeze at Nobby's Beach,64662283,Karen,Port Macquarie-Hastings,-31.449671999443225,152.9295732785511,Entire home/apt,115.0,2.0,5,2024-08-31,1.21,1,60,5,PID-STRA-64237
31045647,Twin and/or Queen. Clean Comfortable Affordable,23132869,Pamela,Bellingen,-30.44354,152.895,Private room,85.0,1.0,59,2024-07-23,2.84,1,19,27,Exempt
31059020,Seabreeze at Lighthouse,14700304,Ann-Maree,Port Macquarie-Hastings,-31.46838,152.9295,Private room,120.0,2.0,98,2024-05-18,1.42,1,179,23,Exempt
31071876,Banksia Breeze,188616506,Mid North Coast Holidays,Port Macquarie-Hastings,-31.650859314782224,152.82646847750942,Entire home/apt,212.0,3.0,15,2024-03-19,0.31,78,335,5,PID-STRA-22161
31103135,'Shambaba Retreat' Bellingen. 'Pranayama' Room 1.,223925247,Steve,Bellingen,-30.40969,152.84239,Private room,151.0,2.0,27,2023-04-10,0.39,4,365,0,Exempt
31103410,"'Shambaba Retreat', Bellingen. 'Mudra' - Room 2.",223925247,Steve,Bellingen,-30.40972,152.8432,Private room,149.0,2.0,18,2023-09-07,0.26,4,364,1,Exempt
31106801,Immaculate unit located on the water's edge.,175974145,Gayleen,Port Macquarie-Hastings,-31.64491,152.80015,Entire home/apt,116.0,2.0,237,2024-09-02,3.51,2,311,44,PID-STRA-3051
31133595,Jabiru Court - Cozy Oasis across from the Creek!,232459045,Lyn,Kempsey,-31.18493,152.97118,Entire home/apt,154.0,1.0,80,2024-08-30,1.16,1,312,31,PID-STRA-14570-2
31181503,Slice of Sapphire Oceanstay,66412792,Michelle,Coffs Harbour,-30.246450424194336,153.14337158203125,Entire home/apt,550.0,2.0,120,2024-08-17,1.83,2,269,21,PID-STRA-3503
31195451,Urunga Getaway - Town Centre Acreage,15686247,Lucy,Bellingen,-30.49772,153.01849,Entire home/apt,200.0,5.0,66,2024-06-30,0.97,1,134,10,PID-STRA-7743
31210756,Executive Style - Diggers Beach Villa - Coffs Hbr,233412244,Angela,Coffs Harbour,-30.27567,153.13713,Entire home/apt,270.0,1.0,157,2024-08-05,2.28,1,292,26,PID-STRA-1835
31239981,"The Jetty Terrace,",233586306,Bob And Lyn,Coffs Harbour,-30.30401,153.13265,Entire home/apt,290.0,3.0,75,2024-08-04,1.08,1,58,2,PID-STRA-24480
31288449,Stylish Shelly Beach Getaway - Great Location!,54009910,Sue,Port Macquarie-Hastings,-31.45093,152.92961,Entire home/apt,220.0,1.0,297,2024-08-30,4.31,1,303,127,PID-STRA-4120
31297532,One Mile Beach Studio,29824186,Wolfgang,Mid-Coast,-32.18989,152.52902,Private room,110.0,2.0,152,2024-07-08,2.21,1,335,21,PID-STRA-9484
31340438,The Blue Beach House,23595955,Alison,Mid-Coast,-32.679836,152.162842,Entire home/apt,484.0,1.0,11,2024-05-05,0.16,40,292,6,PID-STRA-11015
31360614,Driftwood Cabin 2,76022684,Pamela,Kempsey,-30.84555,152.99991,Entire home/apt,158.0,4.0,4,2020-02-08,0.07,18,268,0,PID-STRA-298-2
31362029,Driftwood Cabin 4,76022684,Pamela,Kempsey,-30.84557,152.99796,Entire home/apt,168.0,7.0,1,2020-01-01,0.02,18,328,0,PID-STRA-298-4
31386324,"""Riverdance"" - Riverside Luxury and Tranquility",66413278,Eamonn,Mid-Coast,-32.12052,152.41058,Entire home/apt,195.0,2.0,310,2024-09-02,4.73,1,116,68,PID-STRA-10347
31417449,Allawah at Smiths Lake,27077736,Pacific Palms,Mid-Coast,-32.3868215,152.5021159,Entire home/apt,300.0,2.0,24,2024-06-17,0.37,119,347,3,PID-STRA-14137
31419690,"Suite 6, level 2 | Astina Suites Forster",235355590,Karen,Mid-Coast,-32.18018,152.51203,Hotel room,268.0,1.0,43,2024-08-11,0.67,6,213,13,Exempt
31473799,"Suite 7,  Level 2 | Astina Suites Forster",235355590,Karen,Mid-Coast,-32.18015,152.51109,Hotel room,323.0,1.0,40,2024-08-19,0.6,6,235,11,Exempt
31474001,"Suite 8, Level 3| Astina Suites Forster",235355590,Karen,Mid-Coast,-32.17923,152.51109,Hotel room,323.0,1.0,34,2024-08-25,0.51,6,255,6,Exempt
31474220,"Suite 9, Level 3 | Astina Suites Forster",235355590,Karen,Mid-Coast,-32.18027,152.51179,Entire home/apt,369.0,1.0,56,2024-06-10,0.89,6,272,11,Exempt
31474369,"Suite 10, Penthouse | Astina Suites Forster",235355590,Karen,Mid-Coast,-32.1794,152.51205,Hotel room,369.0,1.0,49,2024-08-05,0.81,6,263,6,Exempt
31474595,"Suite 11, Penthouse | Astina Suites Forster",235355590,Karen,Mid-Coast,-32.17958,152.51073,Hotel room,421.0,1.0,31,2024-05-19,0.55,6,266,5,Exempt
31571100,"Blue Salt - Pacific Street Terraces, Crescent Head",43904198,Michelle,Kempsey,-31.188213,152.971573,Entire home/apt,151.0,2.0,257,2024-08-23,3.9,1,272,43,PID-STRA-3861-2
31571645,19 Lincoln Street,89047254,Pacific Coast Property,Mid-Coast,-32.182135530503906,152.5277724759367,Entire home/apt,271.0,1.0,7,2022-08-15,0.12,83,322,0,PID-STRA-23363
31572640,Aquarius 9,89047254,Pacific Coast Property,Mid-Coast,-32.18887018232237,152.51339828310944,Entire home/apt,175.0,1.0,12,2024-03-31,0.22,83,315,1,PID-STRA-21137
31573190,Braemar 6,89047254,Pacific Coast Property,Mid-Coast,-32.18935966587922,152.5118314998183,Entire home/apt,193.0,1.0,9,2024-04-16,0.18,83,288,2,PID-STRA-11732-6
31573693,Champagne Court 1,89047254,Pacific Coast Property,Mid-Coast,-32.17474,152.50007,Entire home/apt,106.0,57.46116124253323,4,2023-04-01,0.08,83,307,0,PID-STRA-21659
31602603,"Surflinks, your Home Away from Home...",236910982,Graham Wilkinson,Mid-Coast,-32.67017,152.17654,Entire home/apt,350.0,57.46116124253323,4,2022-01-07,0.07,1,363,0,PID-STRA-12801
31607133,5 bedrooms with mountain views on a 2 acre lot,236941864,Jocelyn,Mid-Coast,-32.19065,152.33621,Entire home/apt,550.0,2.0,61,2024-03-16,0.94,1,171,10,PID-STRA-4602
31624596,Braemar 9,89047254,Pacific Coast Property,Mid-Coast,-32.18869,152.51211,Entire home/apt,140.0,1.0,6,2023-11-25,0.11,83,292,1,PID-STRA-13719
31624726,Carinya Gardens 15,89047254,Pacific Coast Property,Mid-Coast,-32.17947636004569,152.5147996081069,Entire home/apt,215.0,1.0,15,2023-06-04,0.27,83,338,0,PID-STRA-23767-1
31625081,Summertime Shack 57 walk to beach,13361207,Lesley,Kempsey,-31.19064,152.97535,Entire home/apt,150.0,2.0,125,2024-08-03,1.85,1,70,19,PID-STRA-9111
31625919,Castillo Del Mar 10,89047254,Pacific Coast Property,Mid-Coast,-32.17428164262993,152.50199795274,Entire home/apt,213.0,1.0,2,2024-03-30,0.24,83,243,2,PID-STRA-16620
31627773,Centrepoint 10,89047254,Pacific Coast Property,Mid-Coast,-32.17962,152.5149,Entire home/apt,168.0,1.0,5,2021-12-12,0.08,83,329,0,PID-STRA-57648
31628002,Debra Court 6,89047254,Pacific Coast Property,Mid-Coast,-32.17985679387569,152.51319223055103,Entire home/apt,186.0,1.0,7,2022-10-17,0.14,83,250,0,PID-STRA-24686-6
31648719,Lakeside Flats 1,89047254,Pacific Coast Property,Mid-Coast,-32.180819987582,152.50107865276,Entire home/apt,106.0,57.46116124253323,0,,0.705,83,365,0,
31648748,Lakeside Flats 2,89047254,Pacific Coast Property,Mid-Coast,-32.180750464357,152.50111821534,Entire home/apt,106.0,57.46116124253323,0,,0.705,83,365,0,
31648766,Lakeside Flats 3,89047254,Pacific Coast Property,Mid-Coast,-32.180693426896,152.50114436688,Entire home/apt,106.0,57.46116124253323,1,2021-11-20,0.03,83,365,0,PID-STRA-138457
31648795,Lakeside Flats 4,89047254,Pacific Coast Property,Mid-Coast,-32.180779692495,152.5010149503,Entire home/apt,106.0,57.46116124253323,0,,0.705,83,365,0,
31648827,Lakeside Flats 5,89047254,Pacific Coast Property,Mid-Coast,-32.180732303179,152.50104646625,Entire home/apt,112.0,57.46116124253323,0,,0.705,83,365,0,
31648855,Lakeside Flats 6,89047254,Pacific Coast Property,Mid-Coast,-32.18074,152.50108,Entire home/apt,148.0,57.46116124253323,3,2021-05-22,0.07,83,365,0,
31648993,Le Point 101,89047254,Pacific Coast Property,Mid-Coast,-32.18011576392816,152.5158273291468,Entire home/apt,324.0,1.0,3,2021-04-05,0.05,83,262,0,PID-STRA-47467
31649171,Haven Waters 6,89047254,Pacific Coast Property,Mid-Coast,-32.185568672430136,152.5116204013669,Entire home/apt,176.0,1.0,6,2023-05-28,0.11,83,344,0,PID-STRA-16325
31649261,Albert Court 8,89047254,Pacific Coast Property,Mid-Coast,-32.1851863316525,152.51313397270337,Entire home/apt,50.0,57.46116124253323,11,2022-01-29,0.18,83,321,0,PID-STRA-19356
31649437,1/4 Huntly Close,89047254,Pacific Coast Property,Mid-Coast,-32.174252736452935,152.49449671655788,Entire home/apt,353.0,1.0,6,2023-12-12,0.1,83,262,1,PID-STRA-15105
31649493,Horizons 1,89047254,Pacific Coast Property,Mid-Coast,-32.18789328388842,152.51213245285086,Entire home/apt,324.0,1.0,12,2023-07-15,0.2,83,172,0,PID-STRA-13542-1
31651891,Quality seaside cottage Greater Port Macquarie,237313925,Melissa,Port Macquarie-Hastings,-31.63547,152.82475,Entire home/apt,400.0,2.0,10,2024-08-18,0.15,1,329,2,PID-STRA-3735
31653978,Riverside Park Cottage,191119898,Deb,Mid-Coast,-32.10661,152.38661,Entire home/apt,275.0,1.0,363,2024-07-21,5.3,1,278,38,PID-STRA-1174-2
31677505,Lux shipping containers in quiet forest spot,144074317,Dana,Nambucca Valley,-30.63854217529297,152.99978637695312,Entire home/apt,178.0,1.0,229,2024-08-31,13.24,1,62,155,PID-STRA-49313
31699632,Sandy Beach Stay,237739437,Joanne,Coffs Harbour,-30.14705,153.20017,Entire home/apt,120.0,57.46116124253323,31,2021-07-05,0.46,1,90,0,
31722282,Luxury Beachfront 4 Bedroom house Great for family,237936850,Nicole And Lauren,Mid-Coast,-32.06067,152.54561,Entire home/apt,444.0,3.0,86,2024-04-01,1.29,1,231,7,PID-STRA-17784
31806663,Studio Style Bedsitter at 108 Savoy Guesthouse,238153598,Mark,Port Macquarie-Hastings,-31.44424,152.90925,Private room,128.0,2.0,191,2024-08-29,2.8,1,339,27,PID-STRA-19115
31836381,Monet- Lake Russell Lakeside Retreat,205156502,Rebecca,Coffs Harbour,-30.17348,153.16608,Entire home/apt,171.0,1.0,184,2024-09-01,2.74,2,127,44,Exempt
31844775,White Beach Cottage - pet friendly for dogs,43662800,Susan,Port Macquarie-Hastings,-31.55767,152.85121,Entire home/apt,214.0,1.0,102,2024-08-30,1.5,52,273,15,PID-STRA-13820
31885907,End of the Road - Scotts Head,239002054,Greg,Nambucca Valley,-30.74915,153.00052,Entire home/apt,310.0,1.0,202,2024-09-01,2.99,1,226,55,PID-STRA-35476
31933695,Private room with a lovely light & leafy view,101302448,Hazel,Kempsey,-31.05264,153.04661,Private room,120.0,2.0,2,2024-04-15,0.24,2,34,2,PID-STRA-9642
31995832,Seaside paradise,52975575,Stumpy,Coffs Harbour,-30.14824,153.19592,Entire home/apt,179.0,2.0,103,2024-02-24,1.52,1,238,11,PID-STRA-1338
32140868,Bonville Country Garden Studio,73615368,Melissa,Coffs Harbour,-30.37646,153.01786,Entire home/apt,120.0,1.0,27,2024-08-25,0.42,1,98,12,Exempt
32141114,Slice of Sawtell Oceanstay,66412792,Michelle,Coffs Harbour,-30.367185592651367,153.10195922851562,Entire home/apt,220.0,2.0,142,2024-07-22,2.37,2,231,18,PID-STRA-3505
32197606,Paperbark Beach Hideaway - Harrington,89696954,Dennis And Judy,Mid-Coast,-31.86783,152.69635,Entire home/apt,132.0,2.0,272,2024-07-30,4.05,1,271,52,PID-STRA-10965
32223417,"Pacific Terraces 16, 38 Pacific Street",159529466,Elders,Kempsey,-31.18939,152.97051,Entire home/apt,174.0,1.0,4,2022-12-12,0.09,141,296,0,PID-STRA-18962
32244028,Quirky cabin by the sea,91371202,Mark,Coffs Harbour,-30.36072,153.10316,Entire home/apt,110.0,1.0,285,2024-06-06,5.95,3,39,53,Exempt
32276710,Camellia Cottage Port Macquarie,74731975,Fay,Port Macquarie-Hastings,-31.4349311,152.8853594,Entire home/apt,186.0,2.0,6,2024-08-26,1.45,1,154,6,PID-STRA-65537
32349246,Scott's Head Surf Shax #1 Apricot Bungalow,242884817,David,Nambucca Valley,-30.74769,152.99626,Entire home/apt,265.0,2.0,93,2024-04-27,1.42,4,307,10,PID-STRA-8675-1
32385721,The Island,243185457,Rosie,Mid-Coast,-32.13727,152.46956,Entire home/apt,550.0,57.46116124253323,7,2021-02-13,0.11,1,217,0,
32388181,Aloha at Blueys,35435426,Pacific Palms,Mid-Coast,-32.34839,152.53838,Entire home/apt,197.0,2.0,10,2024-03-03,0.17,25,315,2,PID-STRA-15179
32391035,Scott's Head Surf Shax #2 Red Bungalow,242884817,David,Nambucca Valley,-30.74769,152.99626,Entire home/apt,265.0,2.0,78,2024-04-22,1.19,4,332,10,PID-STRA-8675-2
