id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
71825,"River Room, Bellingen Treehouse",369209,Kirsty,Bellingen,-30.36893,152.88534,Private room,300.0,2.0,336,2024-07-08,2.23,3,328,26,PID-STRA-6155
325891,Kiwarrak Country Retreat-The Arbour,1666893,Tara And Meg,Mid-Coast,-31.96903,152.50838,Entire home/apt,187.0,2.0,119,2024-08-02,0.85,2,268,4,PID-STRA-9140-2
325913,Kiwarrak Country Retreat -The Bower,1666893,Tara And Meg,Mid-Coast,-31.96723,152.50814,Entire home/apt,183.0,2.0,216,2024-08-31,1.66,2,237,26,PID-STRA-9140-2
534462,Tree Tops Scott’s Head sleeps 8 & 100m to beach.,2626160,Nick,Nambucca Valley,-30.74711,152.9948,Entire home/apt,294.0,2.0,257,2024-08-03,1.84,1,289,23,PID-STRA-20136
737655,Lakeview Cottage - Between the ocean and the lake!,359599,Ken,Mid-Coast,-32.24756,152.51427,Entire home/apt,263.0,2.0,143,2024-08-04,1.02,11,242,24,PID-STRA-12211
738621,Lakeview Lodge - Between the ocean and the lake!,359599,Ken,Mid-Coast,-32.247334,152.514402,Entire home/apt,290.0,2.0,95,2024-07-04,0.73,11,302,8,PID-STRA-13169
756889,"""Mansfield"" Cottage in the Mountains by the River",3985086,Jill,Mid-Coast,-32.008526,151.900818,Entire home/apt,216.0,2.0,50,2023-12-29,0.35,1,249,2,PID-STRA-6665
759197,Bemurrah Homestead,4001699,Carolyn,Kempsey,-30.80909,152.44042,Entire home/apt,425.0,2.0,22,2024-03-31,0.19,1,333,3,PID-STRA-9513
767030,Bellingen Self-contained Apartment,4020173,Rae,Bellingen,-30.44145,152.89598,Entire home/apt,130.0,2.0,274,2024-08-04,1.91,1,114,19,PID-STRA-8455
877862,Mulberry Cottage - 2 mins walk to town,4638933,Shani & Steve,Bellingen,-30.45387,152.89347,Entire home/apt,140.0,2.0,371,2024-08-05,2.66,1,318,28,PID-STRA-6314-2
890813,Secluded Rustic Eco Cabin Getaway,4731330,Judy,Coffs Harbour,-30.14909,152.84119,Entire home/apt,129.0,3.0,87,2024-02-23,0.62,1,350,4,Exempt
909050,The Kabana Luxury Villa @ Urunga,4873960,Vicki And John,Bellingen,-30.477,153.00113,Entire home/apt,220.0,2.0,132,2024-02-19,0.95,1,103,4,PID-STRA-2491
915248,Jacaranda Beach House Smiths Lake,4759979,Gerard,Mid-Coast,-32.37832,152.5124,Entire home/apt,237.0,2.0,191,2024-08-13,1.37,1,328,21,PID-STRA-3488
931662,The Sanctuary Coffs Harbour,4581245,Robyn  Elvena  And Peter Lincoln,Coffs Harbour,-30.29973,153.12228,Entire home/apt,189.0,2.0,29,2024-05-17,0.36,1,149,6,PID-STRA-25655
1074357,Creekside apartment - Lovely water views,5257735,Leonie,Coffs Harbour,-30.37244,153.10111,Entire home/apt,214.0,2.0,191,2024-08-31,2.0,1,128,24,PID-STRA-3552
1160234,Casa Del Casson,6314820,Casa Del Casson,Mid-Coast,-32.38553,152.50307,Entire home/apt,343.0,3.0,266,2024-01-08,2.08,1,135,4,PID-STRA-15882
1256809,Stunning views with soul - Emerald Beach House,6845855,Chris,Coffs Harbour,-30.172409,153.187637,Entire home/apt,294.0,1.0,431,2024-08-22,3.2,1,267,68,PID-STRA-17340
1295343,Shellies on the Beach Big House NSW,7043705,Shellie,Coffs Harbour,-30.37171,153.10202,Entire home/apt,540.0,1.0,164,2024-08-19,1.3,3,194,10,PID-STRA-13008
1295445,Shellies on the Beach Little House,7043705,Shellie,Coffs Harbour,-30.37171,153.10201,Entire home/apt,440.0,1.0,146,2024-04-07,1.11,3,310,11,PID-STRA-13016
1306019,180 DEGREES.....Whale watching.....,7045146,Michele,Port Macquarie-Hastings,-31.47559,152.93096,Entire home/apt,240.0,1.0,175,2024-07-07,1.3,1,351,25,PID-STRA-1420-1
1347516,Luxury Studio - Direct Beach Access,7311281,Carl And Kate,Nambucca Valley,-30.58888,153.01076,Entire home/apt,235.0,2.0,41,2023-12-30,0.35,1,91,1,PID-STRA-2147
1387959,CasaBelle Country House,7508324,Sue,Bellingen,-30.4375,152.89211,Private room,425.0,1.0,21,2024-03-29,0.22,2,89,3,Exempt
1409290,Jetty Beach Splendour Apartment,7600815,Kathy,Coffs Harbour,-30.30724,153.13683,Entire home/apt,388.0,2.0,125,2024-03-25,1.32,2,214,7,Exempt
1409469,Beau's Beach Cottage,7601598,Mandy,Nambucca Valley,-30.74849,152.99718,Entire home/apt,180.0,4.0,147,2024-06-07,1.24,1,146,8,PID-STRA-6751
1530298,CHILL-OUT BEACH HOUSE,8162645,Annmaree,Mid-Coast,-32.1905,152.53487,Entire home/apt,400.0,2.0,68,2024-08-21,0.57,3,118,14,PID-STRA-1512
1530420,CHILL-OUT BEACHSIDE,8162645,Annmaree,Mid-Coast,-32.17865,152.51544,Entire home/apt,197.0,2.0,104,2024-08-07,0.79,3,123,7,PID-STRA-1511
1530428,CHILL-OUT LAKESIDE,8162645,Annmaree,Mid-Coast,-32.18741,152.5114,Entire home/apt,209.0,2.0,75,2024-07-07,0.6,3,160,4,PID-STRA-1517
1598413,Charlotte's Country Cottage,6417002,Charlotte,Bellingen,-30.449,152.91383,Entire home/apt,200.0,2.0,98,2024-08-26,0.74,1,315,7,PID-STRA-8583-2
1641927,Daybreaks cosy cabin (1) with bay & bush views,8508835,Kathy & Doug,Mid-Coast,-32.66549,152.09392,Entire home/apt,173.0,2.0,333,2024-08-04,2.5,2,338,9,Exempt
1664790,ACQUE BLU - Water Front House,8818502,Philip,Mid-Coast,-32.3863,152.50159,Entire home/apt,421.0,2.0,37,2023-09-29,0.33,1,308,1,PID-STRA-1941
1763715,Verano. Classic aussie beach escape,402107,Claudio,Kempsey,-31.19133,152.97597,Entire home/apt,229.0,3.0,93,2024-07-20,0.96,2,211,10,PID-STRA-8385
1833766,"Daybreaks Cabin (2) Private, bush & bay views",8508835,Kathy & Doug,Mid-Coast,-32.67028,152.09139,Entire home/apt,173.0,2.0,189,2024-07-27,1.44,2,345,8,PID-STRA-4654-3
1861612,Beach and Bush Retreat.,9711221,Julie,Port Macquarie-Hastings,-31.64088,152.83438,Entire home/apt,100.0,2.0,283,2024-07-17,2.18,1,331,18,PID-STRA-6479
1861903,Koompartoo Retreat Romantic Chalet 2,9712428,Erika,Bellingen,-30.45796,152.89555,Entire home/apt,245.0,57.46116124253323,66,2020-12-26,0.51,4,365,0,
1877281,Viste dell'Aqua ~Lake front-5hp motor boat-Kayaks,240941121,Kate,Mid-Coast,-32.38286,152.49584,Entire home/apt,504.0,2.0,102,2024-07-15,1.01,7,262,18,PID-STRA-28543
1925934,"The Woll on Kerripit, Gloucester",9898190,Hugh,Mid-Coast,-31.99048,151.70536,Entire home/apt,364.0,2.0,103,2024-08-18,0.8,1,343,8,PID-STRA-3433
1949265,Boomerang Villa at Boomerang Beach,10080244,Steve And Jan,Mid-Coast,-32.33697,152.54231,Private room,330.0,1.0,148,2024-05-05,1.23,3,362,25,Exempt
2017458,Scotts Head Little Beach Lookout,6459211,Sandrine,Nambucca Valley,-30.749132626077188,152.99997259130137,Entire home/apt,450.0,1.0,19,2024-01-13,0.27,1,359,4,PID-STRA-15495
2033057,Port Macquarie Lighthouse Beach Rainforest Retreat,6049724,Terrence,Port Macquarie-Hastings,-31.47035,152.93044,Entire home/apt,90.0,57.46116124253323,428,2020-11-11,4.4,1,365,0,
2052592,Pippas Cottage,10517394,Philippa,Bellingen,-30.45127,152.89261,Entire home/apt,200.0,57.46116124253323,13,2017-12-29,0.13,1,363,0,
2123558,"Romantic, peaceful Grassy Head Farm",10829597,Gretchen,Kempsey,-30.8059,152.96842,Entire home/apt,125.0,1.0,369,2024-09-03,2.85,1,320,88,PID-STRA-5451
2124340,Bruce's Beach House,4125258,Emma,Mid-Coast,-32.06997,152.54397,Entire home/apt,190.0,2.0,148,2024-08-24,1.24,1,264,26,PID-STRA-17143
2146906,Seascape The Haven,10903867,Zac,Nambucca Valley,-30.76685,152.98731,Entire home/apt,150.0,2.0,226,2024-08-19,1.74,10,361,18,PID-STRA-2509-3
2228721,"Container, tiny home.",715223,Richie,Mid-Coast,-32.38651,152.44475,Entire home/apt,110.0,2.0,335,2024-08-24,3.18,1,350,35,PID-STRA-12828
2338766,Seascape The Haven - Scotts Head - 1 BRM,10903867,Zac,Nambucca Valley,-30.76578,152.98814,Entire home/apt,337.0,1.0,33,2020-08-29,0.26,10,0,0,PID-STRA-2509-3
2368063,"BEAUTIFUL BALI VIEW, MID NORTH COAST, NSW",12098845,Steven,Mid-Coast,-32.36842,152.473,Entire home/apt,239.0,2.0,57,2024-08-08,0.53,1,145,11,PID-STRA-23584
2467858,Ocean Dreaming,12621669,Alan,Mid-Coast,-32.05837,152.54371,Entire home/apt,140.0,1.0,347,2024-08-10,2.73,1,311,48,PID-STRA-6941
2566764,"PET Friendly, unique, exotic Boutique B & B",13142379,David,Coffs Harbour,-30.30899,153.10791,Private room,250.0,1.0,124,2024-03-31,1.05,2,325,13,PID-STRA-2106
2772436,Old Schoolmaster's Cottage on the Barrington River,9199630,Jennifer,Mid-Coast,-32.00542,151.90103,Entire home/apt,336.0,2.0,101,2024-07-29,0.82,1,357,7,Exempt
2858581,LIVING WITH NATURE,14615118,Scott,Nambucca Valley,-30.75706,152.97667,Entire home/apt,185.0,57.46116124253323,368,2021-07-25,2.99,1,365,0,PID-STRA-35507
2893945,Crowdy Beach House,14790957,Graeme,Mid-Coast,-31.84362,152.74457,Entire home/apt,150.0,57.46116124253323,1,2023-07-02,0.07,1,336,0,PID-STRA-11560-1
3021053,Best Views in Red Rock,15195937,Eva,Coffs Harbour,-29.98258,153.2256,Entire home/apt,148.0,2.0,113,2024-06-02,0.91,1,175,11,PID-STRA-8289
3085438,"Peaceful home w sauna, yoga, pets ok nr seal Rocks",15625707,June,Mid-Coast,-32.352543,152.335846,Entire home/apt,340.0,2.0,120,2024-03-31,0.97,1,50,2,PID-STRA-6629
3095878,"""Yurt By Sea"" Beachside Pet Friendly Accomodation",15745469,Sonia,Coffs Harbour,-30.07867,153.20064,Entire home/apt,300.0,1.0,331,2024-07-28,2.65,1,234,30,PID-STRA-1611
3416547,Beach ‘n Lake Cottage - Furnished 3 Bedroom Home,17227784,Annette,Mid-Coast,-32.38516,152.5013,Entire home/apt,140.0,7.0,74,2024-08-09,0.61,1,167,11,PID-STRA-8987
3459070,Riverside Retreat,14704292,Barbara SHARON,Port Macquarie-Hastings,-31.41385,152.89274,Entire home/apt,275.0,3.0,73,2024-05-06,0.6,1,51,7,PID-STRA-19770
3492599,Petit Blanc - Ocean view studio,17587220,Chloe,Coffs Harbour,-30.27789,153.1301,Entire home/apt,131.0,1.0,169,2024-08-22,8.22,1,149,95,PID-STRA-46880
3617932,Oceanview - Entire Home,18230538,Aurora,Nambucca Valley,-30.64266,153.00877,Entire home/apt,450.0,2.0,57,2024-08-05,0.47,2,234,11,PID-STRA-61967
3666905,"Private, Secluded Retreat - Our Reviews Say it All",18596102,Danny,Mid-Coast,-32.38007,152.5062,Entire home/apt,371.0,2.0,63,2024-04-08,0.52,1,331,4,PID-STRA-11387
3678281,Ann's Seaside Farm Retreat,18608669,Ann,Bellingen,-30.55977,153.00607,Entire home/apt,300.0,3.0,249,2024-08-05,2.08,2,335,6,PID-STRA-42344
3768946,ArtHOUSE Beachfront No. 1,19313377,Maryanne,Coffs Harbour,-30.1718,153.18979,Entire home/apt,262.0,1.0,44,2024-07-27,0.37,3,155,4,Exempt
3863984,"DnD's @ CORINDI BEACH
 Solo Traveller & Couples",19943056,Deb And Dave,Coffs Harbour,-30.033,153.19575,Entire home/apt,150.0,3.0,204,2023-10-26,1.69,1,102,2,PID-STRA-17791
3910073,Pet-Friendly Rainforest Retreat,1696557,Sharon,Port Macquarie-Hastings,-31.440860582800912,152.90207083901612,Entire home/apt,173.0,2.0,20,2024-09-02,5.88,1,110,20,PID-STRA-66718
3946328,Beachside Beauty - Sapphire Beach,20450968,Moira,Coffs Harbour,-30.24484,153.14491,Entire home/apt,202.0,1.0,54,2024-04-12,0.76,1,314,14,PID-STRA-18626
3952363,Ayarpata Bellingen,3364138,Jayne And Almas,Bellingen,-30.44441,152.89203,Entire home/apt,320.0,3.0,100,2024-08-04,0.85,1,215,15,PID-STRA-12844
4034138,Romantic  historic school in Forster/Tuncurry area,20916707,Andrew,Mid-Coast,-32.12697,152.48429,Entire home/apt,200.0,2.0,31,2024-06-10,1.06,2,349,9,PID-STRA-8179
4048509,High Trees Sandy Beach NSW,20993701,Nerida,Coffs Harbour,-30.14233,153.18533,Entire home/apt,150.0,3.0,59,2024-02-25,0.5,1,364,4,Exempt
4164431,Elizabeth Villa at Boomerang Beach,10080244,Steve And Jan,Mid-Coast,-32.33686,152.54097,Private room,330.0,1.0,46,2024-05-19,0.59,3,354,8,Exempt
4187024,Sea Eagle Point Boatman's Cottage,11008959,Miriam,Mid-Coast,-32.317308190055705,152.49056133218528,Entire home/apt,409.0,2.0,89,2024-07-09,0.74,4,320,14,Exempt
4199639,Cascades Cottage Family and Pet Friendly Farm Stay,19548035,Sandra,Mid-Coast,-31.622995376586918,152.2504425048828,Entire home/apt,180.0,2.0,81,2024-08-04,1.07,1,306,8,PID-STRA-10884
4204700,The Bales,18186151,Sarah,Bellingen,-30.453962326049805,153.01034545898438,Entire home/apt,120.0,1.0,346,2024-08-27,2.88,1,52,55,PID-STRA-33008
4226760,Sun drenched unit with 360 views,2135945,Wendy,Coffs Harbour,-30.30612,153.13734,Entire home/apt,250.0,3.0,53,2024-03-31,0.45,1,330,12,PID-STRA-44404
4252706,Cottage near beach river and golf,22069746,Sue,Mid-Coast,-32.66846,152.17756,Entire home/apt,211.0,5.0,45,2024-08-02,0.41,1,341,10,PID-STRA-13338
4258039,Aqua Vista - Lake View Trees Special Relax Holiday,22097714,Sabrina,Mid-Coast,-32.37599563598633,152.49569702148438,Entire home/apt,176.0,2.0,182,2024-02-24,1.52,1,303,8,PID-STRA-19838
4344595,Stylish Garden Beachside Townhouse - 3 Bedrooms,20453157,Natalia,Port Macquarie-Hastings,-31.45657,152.93033,Entire home/apt,215.0,2.0,331,2024-06-10,2.78,3,345,18,PID-STRA-5686
4396499,The Folly,359599,Ken,Mid-Coast,-32.2493,152.51451,Entire home/apt,476.0,2.0,64,2024-04-25,0.53,11,342,5,PID-STRA-13198
4458613,River Frontage: Front & Centre!,23136157,Darren,Coffs Harbour,-29.98434,153.22858,Entire home/apt,156.0,2.0,106,2024-08-09,0.89,1,194,22,PID-STRA-9258
4560077,Blue Vogue 'Cancellation Special' beach and cafes,12015886,Svend & Helen,Mid-Coast,-32.34864,152.53482,Entire home/apt,300.0,2.0,61,2024-04-15,0.52,3,343,6,PID-STRA-10658-1
4631441,"Back Beach Cottage, Safety Beach",23983811,Kelvin,Coffs Harbour,-30.09585,153.19238,Entire home/apt,230.0,2.0,70,2024-08-18,0.59,2,341,15,PID-STRA-7733
4695034,Well positioned waterfront  family beach house,24178304,Julie,Mid-Coast,-32.18293,152.4958,Entire home/apt,209.0,2.0,90,2024-07-21,1.31,1,144,14,PID-STRA-11718
4754149,Sit back and relax at Riverside Retreat,24533910,Yvonne,Port Macquarie-Hastings,-31.405331,152.86285,Entire home/apt,400.0,2.0,30,2024-04-27,1.45,1,318,14,PID-STRA-43134
4811176,Blueys Apartment 'Cancellation Special' beach/cafe,12015886,Svend & Helen,Mid-Coast,-32.34806,152.53508,Entire home/apt,145.0,2.0,50,2024-07-10,0.45,3,267,7,PID-STRA-10658-1
4822214,Guest House B&B in the Valley,11860640,Steve,Coffs Harbour,-30.32752,153.05851,Private room,99.0,2.0,96,2022-08-08,0.81,4,0,0,PID-STRA-6190
4834847,1 bed with ensuite & living space,24887616,Cliff,Nambucca Valley,-30.74848,152.99221,Private room,75.0,1.0,438,2024-09-01,3.71,1,5,73,PID-STRA-14633
4834965,Kookaburra cottage @ Wallum,24887762,Jane,Kempsey,-31.27366,152.96299,Entire home/apt,271.0,4.0,7,2022-07-18,0.06,3,122,0,PID-STRA-4420-2
4880923,Coastaltreehouse,24299809,Luke,Mid-Coast,-32.34558,152.5374,Entire home/apt,431.0,2.0,95,2024-01-03,0.8,1,365,3,PID-STRA-5292
4896907,Aero  Absolute waterfront  Perfect Family House,25203093,Sue,Mid-Coast,-32.38309,152.49494,Entire home/apt,393.0,2.0,144,2024-07-28,1.26,2,286,13,PID-STRA-2902
4925651,COFFS GOLF AND OCEAN VIEW APARTMENT,25372671,Cindy,Coffs Harbour,-30.30387,153.11158,Entire home/apt,152.0,57.46116124253323,182,2022-01-19,1.55,1,364,0,PID-STRA-8986
4932347,Port Stephens,25197455,Dale,Mid-Coast,-32.6695,152.11447,Entire home/apt,314.0,3.0,89,2024-08-04,0.78,1,318,13,PID-STRA-5480
4987201,Comfortable Garden Guest Suite,25710494,Janine,Bellingen,-30.45316,152.89534,Entire home/apt,110.0,2.0,350,2024-08-02,2.98,1,311,13,PID-STRA-11590
5050979,Scotts Head Beach Bunker,26078753,Anna,Nambucca Valley,-30.74574,152.99214,Entire home/apt,264.0,1.0,111,2024-07-28,1.43,1,254,11,PID-STRA-8633
5069047,Tianjara Eco B&B,2856232,Judy,Mid-Coast,-32.36087,152.46793,Private room,130.0,1.0,332,2024-07-21,2.84,2,78,19,Exempt
5104587,Sea Eagle Point Cabin,11008959,Miriam,Mid-Coast,-32.31662604298323,152.49052149058645,Entire home/apt,245.0,2.0,60,2024-07-21,0.51,4,290,4,Exempt
5105679,Bella Vista 3-Bedroom Private House,25814471,Michaela & Nina,Bellingen,-30.46096,152.89948,Entire home/apt,544.0,1.0,51,2024-07-07,0.45,4,331,3,Exempt
5106002,Bella Vista 2-Bedroom Private House,25814471,Michaela & Nina,Bellingen,-30.46096,152.89948,Entire home/apt,454.0,1.0,23,2024-02-15,0.25,4,325,3,Exempt
5106275,Bella Vista Garden Suite Apartment,25814471,Michaela & Nina,Bellingen,-30.46096,152.89948,Entire home/apt,254.0,1.0,37,2024-07-18,0.32,4,282,2,Exempt
5138759,Bellingen Vintage Farmstay: WeilHouse Living,26569278,Susan,Bellingen,-30.483,152.88141,Entire home/apt,309.0,2.0,77,2024-07-21,0.68,3,226,4,PID-STRA-2583-3
5224182,Serenity Beach House,23235446,Yvonne,Kempsey,-31.19426,152.97238,Entire home/apt,210.0,5.0,83,2024-09-01,1.48,1,260,16,PID-STRA-5000
5231576,Mansfield on the Manning Banksia Cabin (1),27075553,Suzie,Mid-Coast,-31.93843,152.42826,Entire home/apt,281.0,1.0,128,2024-07-20,1.11,3,306,9,PID-STRA-12614-4
5238161,"Fabulous beaches, comfortable house, pets welcome.",27083101,Susan,Mid-Coast,-32.37728,152.50677,Entire home/apt,175.0,4.0,94,2024-06-10,0.82,1,260,8,PID-STRA-17419
5269314,"Guest House, Boambee Valley, B & B",11860640,Steve,Coffs Harbour,-30.32916,153.05763,Private room,99.0,2.0,47,2022-05-31,0.41,4,0,0,PID-STRA-6190
5290203,"Crescent Head retro surf shack, flat walk to beach",27395891,Melanie,Kempsey,-31.19037,152.97881,Entire home/apt,188.0,2.0,136,2024-07-18,1.74,1,316,15,PID-STRA-6114
5311184,Lorikeet cottage @ Wallum,24887762,Jane,Kempsey,-31.27044,152.96283,Entire home/apt,269.0,3.0,13,2024-02-26,0.12,3,206,2,PID-STRA-4420-2
5319675,Cockatoo cottage @ Wallum,24887762,Jane,Kempsey,-31.27327,152.96359,Entire home/apt,271.0,3.0,6,2024-04-01,0.05,3,108,1,PID-STRA-4420-2
5340740,Observatory View Cottage - a place of pure escape,22908490,Tanya,Mid-Coast,-32.11765,152.27267,Entire home/apt,208.0,2.0,101,2024-08-05,0.93,1,355,4,PID-STRA-6292-2
5355029,CRITTERS - rainforest cabin 5 mins from Bellingen,27758982,Helen,Bellingen,-30.41918,152.8643,Entire home/apt,180.0,2.0,265,2024-06-16,2.29,1,335,13,Exempt
5358053,Blue Hills Cottage,27775237,Pamela,Mid-Coast,-31.69314,152.49672,Entire home/apt,140.0,2.0,192,2024-08-17,1.81,1,170,20,PID-STRA-14678
5396049,Idlewatch - Modern 3br beach house,4715859,Steve,Mid-Coast,-32.66848,152.1717,Entire home/apt,131.0,2.0,106,2024-08-16,0.92,1,360,8,PID-STRA-24065
5424975,Ocean View Penthouse 901,9110492,Ann,Mid-Coast,-32.1796875,152.51580810546875,Entire home/apt,409.0,2.0,134,2024-08-25,1.5,2,230,27,PID-STRA-9554
5550943,Exclusive self contained apartment,28782105,Daphne,Bellingen,-30.45744,153.01178,Entire home/apt,250.0,1.0,23,2023-01-03,0.2,4,354,0,PID-STRA-17
5584206,Guest House B&B Boambee Valley,11860640,Steve,Coffs Harbour,-30.3283,153.05712,Private room,99.0,2.0,39,2022-06-12,0.34,4,0,0,PID-STRA-6190
5593833,Scotts Head Retreat - Secluded Property,27083527,Stacy,Nambucca Valley,-30.75756,152.97995,Entire home/apt,220.0,1.0,138,2024-09-01,1.23,1,251,32,PID-STRA-11091
5609321,Hightide at Dunbogan,29081077,Suzanne,Port Macquarie-Hastings,-31.65303,152.82691,Entire home/apt,125.0,2.0,305,2024-09-03,2.66,1,56,25,PID-STRA-17095
5610255,Fair Haven Private Rural Retreat,12593926,Gwyneth,Port Macquarie-Hastings,-31.47152,152.76424,Entire home/apt,110.0,57.46116124253323,282,2020-10-12,2.46,1,365,0,
5631197,The Moonee Beach house,29181522,Pauline,Coffs Harbour,-30.20755,153.15487,Entire home/apt,240.0,2.0,231,2024-08-31,2.1,1,27,41,PID-STRA-2214
5653098,Finns 1 at Finns at Old Bar,28378434,Kate,Mid-Coast,-31.96852,152.58933,Private room,190.0,1.0,36,2024-07-22,0.31,6,263,3,PID-STRA-21060
5731181,Mylestom / North Beach Home,493465,Mark & Elizabeth,Bellingen,-30.46329,153.04661,Entire home/apt,210.0,28.0,23,2021-05-30,0.2,1,263,0,PID-STRA-23681
5752059,Finns 2 at Finns at Old Bar,28378434,Kate,Mid-Coast,-31.96857,152.58805,Private room,190.0,1.0,41,2024-08-15,0.36,6,253,1,PID-STRA-21060
5875315,Saltwater Apartments - Beach View Apartment,30510814,Ellen,Port Macquarie-Hastings,-31.55141,152.85661,Entire home/apt,239.0,1.0,87,2023-01-28,0.76,6,144,0,PID-STRA-23591
5875587,Caminy Cottage -1Km from village,30512315,Marie,Bellingen,-30.45895,152.89089,Entire home/apt,140.0,2.0,197,2024-08-31,1.72,1,60,25,PID-STRA-14507-2
5969218,The Lake Escape near Forster,30986842,Jane,Mid-Coast,-32.36876,152.47775,Entire home/apt,259.0,2.0,153,2024-06-10,1.36,1,213,8,PID-STRA-1105
6045880,"“The Treehouse” - unique property, close to town",28711220,Pip,Coffs Harbour,-30.29772,153.1004,Entire home/apt,128.0,57.46116124253323,399,2020-12-12,3.51,1,89,0,
6135449,Little Piggy with Ocean Views walk to CBD & Beach,5590170,Tamara,Port Macquarie-Hastings,-31.43214,152.9183,Entire home/apt,160.0,3.0,160,2024-07-23,1.43,2,76,19,PID-STRA-5929
6173357,Nutty bungalow on an organic nut farm by the beach,28267375,Harriet,Bellingen,-30.54325,153.01776,Entire home/apt,183.0,2.0,345,2024-08-02,3.09,1,293,45,PID-STRA-7516
6173794,"Old Bar beach studio, unique!",20100050,Jenny & Tony,Mid-Coast,-31.97514,152.58592,Entire home/apt,175.0,7.0,101,2024-01-07,0.89,2,363,2,PID-STRA-8355
6186050,"Bream cottage, lake water views",32086309,Clara,Mid-Coast,-32.23816,152.47803,Entire home/apt,180.0,2.0,68,2024-07-19,0.6,1,296,22,PID-STRA-50643
6199777,Surf Chalet  (pet friendly),24169610,Karen,Coffs Harbour,-30.07076,153.19844,Entire home/apt,150.0,57.46116124253323,17,2019-05-05,0.16,1,218,0,
6266997,"Shinglers Cottage, Myall Lakes",22429629,Mal & Amanda,Mid-Coast,-32.38717,152.33032,Entire home/apt,296.0,2.0,108,2024-06-10,0.97,1,163,4,PID-STRA-20712
6294896,The Perfect Beachside Escape,30881806,Shirley,Kempsey,-30.88937,153.05253,Private room,80.0,57.46116124253323,80,2017-02-04,0.72,1,365,0,
6327900,Tree House,14820071,Andy,Kempsey,-31.19172,152.97873,Entire home/apt,257.0,2.0,198,2024-04-25,1.77,1,158,11,PID-STRA-19297
6566056,Modern 3 bedroom unit in country setting.,28782105,Daphne,Bellingen,-30.457665561024104,153.0116061266678,Entire home/apt,550.0,1.0,3,2019-10-19,0.04,4,365,0,PID-STRA-17
6603214,Beautiful Apartment close to Taree CBD,28894766,Ingrid,Mid-Coast,-31.91674,152.44887,Entire home/apt,166.0,1.0,275,2024-09-02,2.44,1,297,37,PID-STRA-1262
6735908,Kurreki - Australian Beach House,34403542,Rachael,Mid-Coast,-32.43904,152.52695,Entire home/apt,302.0,2.0,24,2024-04-12,0.73,1,296,7,PID-STRA-3532
6749171,"# 41 Retro/ Historic ""Calico Cottage"" town centre",12295212,Maria,Bellingen,-30.34090805053711,152.71180725097656,Entire home/apt,200.0,2.0,183,2024-08-25,1.66,1,239,17,PID-STRA-19831
6767939,At Lizzie,35435426,Pacific Palms,Mid-Coast,-32.3310252,152.5331431,Entire home/apt,297.0,2.0,23,2023-06-10,0.21,25,314,0,PID-STRA-15073
6811901,Leafy Outlook Entire Place,4931741,Averil,Port Macquarie-Hastings,-31.45179,152.87797,Entire home/apt,130.0,1.0,62,2024-07-15,0.56,4,73,8,PID-STRA-19197
6914305,Black Head Beach Private Room 1,8319275,Julie,Mid-Coast,-32.07321,152.54207,Private room,110.0,57.46116124253323,98,2021-07-17,0.92,3,364,0,
6914372,Black Head Beach Entire House,8319275,Julie,Mid-Coast,-32.07271,152.54238,Entire home/apt,390.0,57.46116124253323,2,2021-01-15,0.04,3,365,0,
6925830,Warder's Cottage,19069323,Dene,Kempsey,-30.88832,153.07081,Entire home/apt,150.0,2.0,384,2024-09-02,3.43,2,247,47,PID-STRA-16580
7009223,Sunset at Sandbar,27077736,Pacific Palms,Mid-Coast,-32.3834107,152.4956833,Entire home/apt,360.0,2.0,23,2024-07-08,0.24,119,309,3,PID-STRA-18004
7024662,A Yarraangunthi,27077736,Pacific Palms,Mid-Coast,-32.376632,152.4966875,Entire home/apt,288.0,2.0,42,2023-07-10,0.54,119,290,0,PID-STRA-12583
7038229,Tuppys on the Lake,27077736,Pacific Palms,Mid-Coast,-32.3933989,152.4373636,Entire home/apt,235.0,3.0,49,2024-07-21,0.48,119,314,3,PID-STRA-18573
7061615,"Tambac, amazing water views - 3 min walk to beach",25913837,Helen,Mid-Coast,-32.3363,152.54443,Entire home/apt,533.0,2.0,134,2024-06-18,1.22,1,68,9,PID-STRA-15227-2
7093064,"Resort style, Pet Friendly, Private room w ensuite",36236704,Raye,Port Macquarie-Hastings,-31.45126,152.91415,Private room,86.0,1.0,149,2024-06-10,1.37,1,122,28,PID-STRA-53602
7094966,Ideal self contained for groups and families.,16646864,Christine & Peter,Mid-Coast,-31.91704,152.4052,Entire home/apt,170.0,2.0,105,2024-08-13,0.99,1,323,5,PID-STRA-4264
7282844,Classic beachfront spa & pool,30510814,Ellen,Port Macquarie-Hastings,-31.55044937133789,152.85757446289062,Entire home/apt,244.0,1.0,92,2024-08-15,0.84,6,227,14,PID-STRA-23591
7311475,The Bunkhouse; Copeland Cabins. Via Gloucester NSW,38307041,Glenda,Mid-Coast,-31.99321,151.81684,Entire home/apt,156.0,2.0,13,2019-04-26,0.12,2,341,0,PID-STRA-13344-2
